"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"19-08-2026 14:09:07","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"19-08-2026 14:09:07","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"19-08-2026 14:09:07","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"19-08-2026 13:31:49","5205","Information","Microsoft-Windows-HelloForBusiness","Windows Hello for Business On-Premise authentication configurations: 

Certificate Enrollment Method: None
Certificate Required for On-Premise Auth: false
Use Cloud Trust for On-Premise Auth: false
Account has Cloud TGT: false"
"19-08-2026 12:18:29","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"19-08-2026 12:18:29","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"19-08-2026 12:18:29","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"19-08-2026 10:23:18","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"19-08-2026 10:23:18","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"19-08-2026 10:23:18","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"19-08-2026 09:56:42","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"19-08-2026 09:56:42","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"19-08-2026 09:56:42","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 19:01:14","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 19:01:13","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 19:01:13","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 18:34:23","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 18:34:23","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 18:34:23","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 15:57:44","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 15:57:44","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 15:57:44","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 15:36:13","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 15:36:13","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 15:36:13","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 15:30:08","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 15:30:08","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 15:30:07","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 15:10:30","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 15:10:30","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 15:10:30","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 14:56:47","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 14:56:47","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 14:42:00","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 14:42:00","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 14:31:25","5205","Information","Microsoft-Windows-HelloForBusiness","Windows Hello for Business On-Premise authentication configurations: 

Certificate Enrollment Method: None
Certificate Required for On-Premise Auth: false
Use Cloud Trust for On-Premise Auth: false
Account has Cloud TGT: false"
"18-08-2026 14:30:59","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport Container service started successfully."
"18-08-2026 14:30:57","8002","Success","Microsoft-Windows-HelloForBusiness","Successfully loaded an existing hardware Windows Hello container.

ID: {dc3bf01d-2dbb-4626-b5cb-24709c65303f}
Version: 2
Has Cached Logon Key: true
State: Okay"
"18-08-2026 14:30:57","5701","Information","Microsoft-Windows-HelloForBusiness","Windows Hello read following protector properties from disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 14:30:56","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 14:30:56","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 14:05:58","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 14:05:58","8060","Success","Microsoft-Windows-HelloForBusiness","Windows Hello successfully created a PIN recovery key for user S-1-12-1-2357405129-1281513531-255772574-1816207334.
Processing time: 0 seconds"
"18-08-2026 14:05:57","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 14:05:57","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 14:05:57","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = false, Preboot protector = false"
"18-08-2026 14:05:57","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 13:13:18","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = false, Preboot protector = false"
"18-08-2026 13:13:18","7060","Error","Microsoft-Windows-HelloForBusiness","Windows Hello failed to create a PIN recovery key for user S-1-12-1-2357405129-1281513531-255772574-1816207334.
Error: Unknown error 0x80072EE7 (0x80072EE7)
Correlation vector: vHAEgFEZzUmWPdXik4BgvQ.0
Processing time: 11 seconds."
"18-08-2026 13:13:07","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 13:13:07","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = false, Preboot protector = false"
"18-08-2026 13:12:56","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 13:12:56","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 13:12:56","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 11:02:59","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 11:02:59","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 11:02:58","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 10:50:13","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 10:50:13","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 10:50:13","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 10:49:05","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 10:49:05","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 10:41:56","5205","Information","Microsoft-Windows-HelloForBusiness","Windows Hello for Business On-Premise authentication configurations: 

Certificate Enrollment Method: None
Certificate Required for On-Premise Auth: false
Use Cloud Trust for On-Premise Auth: false
Account has Cloud TGT: false"
"18-08-2026 10:39:14","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 10:39:14","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 10:34:44","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 10:34:43","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 10:29:42","5205","Information","Microsoft-Windows-HelloForBusiness","Windows Hello for Business On-Premise authentication configurations: 

Certificate Enrollment Method: None
Certificate Required for On-Premise Auth: false
Use Cloud Trust for On-Premise Auth: false
Account has Cloud TGT: false"
"18-08-2026 10:29:00","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport Container service started successfully."
"18-08-2026 10:28:59","8002","Success","Microsoft-Windows-HelloForBusiness","Successfully loaded an existing hardware Windows Hello container.

ID: {dc3bf01d-2dbb-4626-b5cb-24709c65303f}
Version: 2
Has Cached Logon Key: true
State: Okay"
"18-08-2026 10:28:58","5701","Information","Microsoft-Windows-HelloForBusiness","Windows Hello read following protector properties from disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 10:28:58","5000","Information","Microsoft-Windows-HelloForBusiness","TPM Manufacturer: ST Microelectronics
Version: 2.0
Firmware Version: 1.769.0.0
Is Ready: true"
"18-08-2026 10:28:58","8025","Success","Microsoft-Windows-HelloForBusiness","The Microsoft Passport service started successfully."
"18-08-2026 10:09:09","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 10:09:09","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 10:09:08","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"18-08-2026 09:40:57","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"18-08-2026 09:40:57","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"18-08-2026 09:40:56","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"17-08-2026 19:41:14","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"17-08-2026 19:41:14","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"17-08-2026 19:41:14","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
"17-08-2026 18:33:49","5001","Information","Microsoft-Windows-HelloForBusiness","A user signed into the device with the following information:

Username: SYSTEM
User SID: S-1-5-18
Credential Type: Software Key
Deployment Type: Key Trust"
"17-08-2026 18:33:49","5702","Information","Microsoft-Windows-HelloForBusiness","Windows Hello wrote following protector properties to disk: HResult = 0x0, PIN protector = true, Bio protector = false, Secure Bio Protector = false, Recovery protector = true, Preboot protector = false"
"17-08-2026 18:33:48","5002","Information","Microsoft-Windows-HelloForBusiness","A user is signing into the device with the following gesture information:

Type: Invalid
Subtype: No Bio"
